      Beta             Mach             AoA             Re/1e6             CL              CDo              CDi             CDtot             CDt            CDtot_t             CS              L/D               E               CFx              CFy              CFz              CMx              CMy              CMz              CMl              CMm              CMn              FOpt 
-30.000000000000   0.050000000000 -30.000000000000   0.366000000000  -0.731434142015   0.013500244855   0.049525612113   0.063025856968   0.062655649459   0.076155894315  -0.013779326980 -11.605302604368   0.600608946609  -0.312481054676   0.019579681272  -0.664176376540   0.075444151738  -0.293006925613   0.002707500898  -0.075444151738  -0.293006925613  -0.002707500898   0.000000000000
-30.000000000000   0.050000000000 -28.000000000000   0.366000000000  -0.641423672762   0.012858732075   0.038272799873   0.051131531949   0.047127205043   0.059985937118  -0.009327873234 -12.544581558913   0.569326321893  -0.257914178555   0.017487590790  -0.589321840276   0.069715528623  -0.289871721069   0.002119866197  -0.069715528623  -0.289871721069  -0.002119866197   0.000000000000
-30.000000000000   0.050000000000 -26.000000000000   0.366000000000  -0.550185901065   0.012307548878   0.028437282574   0.040744831451   0.033894974488   0.046202523366  -0.005532102233 -13.503207191348   0.525661884993  -0.206984614277   0.015581474656  -0.511184759433   0.063952237419  -0.286696729069   0.001640348088  -0.063952237419  -0.286696729069  -0.001640348088   0.000000000000
-30.000000000000   0.050000000000 -24.000000000000   0.366000000000  -0.457608740683   0.011852533570   0.020038646870   0.031891180440   0.022945518277   0.034798051846  -0.002401321580 -14.349068751136   0.464598846511  -0.159798563438   0.013865984729  -0.429768224600   0.058168161872  -0.283527297077   0.001262594691  -0.058168161872  -0.283527297077  -0.001262594691   0.000000000000
-30.000000000000   0.050000000000 -22.000000000000   0.366000000000  -0.364023916903   0.011501930760   0.013143469168   0.024645399928   0.014239697703   0.025741628463   0.000025298251 -14.770460936821   0.380438154558  -0.116588099563   0.012344608892  -0.345507791702   0.052388309310  -0.280367736776   0.000980547647  -0.052388309310  -0.280367736776  -0.000980547647   0.000000000000
-30.000000000000   0.050000000000 -20.000000000000   0.366000000000  -0.269185671479   0.011259360437   0.007769928682   0.019029289120   0.007688476272   0.018947836709   0.001733986125 -14.145860614545   0.269427184675  -0.077395637560   0.011016320594  -0.258291699923   0.046591753161  -0.277339083537   0.000798570551  -0.046591753161  -0.277339083537  -0.000798570551   0.000000000000
-30.000000000000   0.050000000000 -18.000000000000   0.366000000000  -0.173430341104   0.011130865797   0.003979644047   0.015110509844   0.003237446296   0.014368312093   0.002688504166 -11.477464552615   0.140841660914  -0.042425775663   0.009883567828  -0.168570482067   0.040805074464  -0.274469890221   0.000710958261  -0.040805074464  -0.274469890221  -0.000710958261   0.000000000000
-30.000000000000   0.050000000000 -16.000000000000   0.366000000000  -0.077017059575   0.011120069409   0.001808613467   0.012928682876   0.000784398919   0.011904468329   0.002865288660  -5.957069278802   0.032462329685  -0.011843093012   0.008945754206  -0.076724851353   0.035045797600  -0.271767922541   0.000717210591  -0.035045797600  -0.271767922541  -0.000717210591   0.000000000000
-30.000000000000   0.050000000000 -14.000000000000   0.366000000000   0.019959734678   0.011228769550   0.001290873140   0.012519642690   0.000228816193   0.011457585743   0.002252028668   1.594273508638   0.002251529768   0.014256395072   0.008210135382   0.017016256087   0.029291242177  -0.269287269814   0.000823482927  -0.029291242177  -0.269287269814  -0.000823482927   0.000000000000
-30.000000000000   0.050000000000 -12.000000000000   0.366000000000   0.117540184896   0.011458098810   0.002456936248   0.013915035058   0.001536825252   0.012994924062   0.000832406543   8.446991646684   0.070250356709   0.035818305882   0.007678402741   0.112552686603   0.023521857761  -0.267057649500   0.001031816599  -0.023521857761  -0.267057649500  -0.001031816599   0.000000000000
-30.000000000000   0.050000000000 -10.000000000000   0.366000000000   0.215064980481   0.011806963533   0.005316199206   0.017123162740   0.004678554828   0.016485518362  -0.001404735911  12.559886496906   0.191124126365   0.052641146017   0.007345044385   0.209100650127   0.017779640119  -0.265188264508   0.001337495433  -0.017779640119  -0.265188264508  -0.001337495433   0.000000000000
-30.000000000000   0.050000000000  -8.000000000000   0.366000000000   0.312510019473   0.012273644227   0.009878091666   0.022151735894   0.009623729147   0.021897373375  -0.004464529605  14.107698871612   0.311946578518   0.064700798030   0.007209471893   0.306488130192   0.012031907038  -0.263583031627   0.001744494841  -0.012031907038  -0.263583031627  -0.001744494841   0.000000000000
-30.000000000000   0.050000000000  -6.000000000000   0.366000000000   0.410128089544   0.012856917564   0.016173388956   0.029030306520   0.016404831629   0.029261749193  -0.008366262090  14.127583849643   0.409965686193   0.072033532350   0.007269757755   0.404816160387   0.006256242256  -0.262429028256   0.002257565911  -0.006256242256  -0.262429028256  -0.002257565911   0.000000000000
-30.000000000000   0.050000000000  -4.000000000000   0.366000000000   0.507374363919   0.013551577551   0.024172578585   0.037724156136   0.024929979508   0.038481557059  -0.013112399917  13.449588165474   0.482833734423   0.074523370763   0.007506406635   0.503402138672   0.000493610403  -0.261674257220   0.002860782415  -0.000493610403  -0.261674257220  -0.002860782415   0.000000000000
-30.000000000000   0.050000000000  -2.000000000000   0.366000000000   0.603950580458   0.014350501293   0.033866069517   0.048216570810   0.035198722194   0.049549223487  -0.018681696899  12.525788754964   0.535262213454   0.072144067654   0.007929461305   0.601799388735  -0.005254678627  -0.261349616935   0.003562797298   0.005254678627  -0.261349616935  -0.003562797298   0.000000000000
