      Beta             Mach             AoA             Re/1e6             CL              CDo              CDi             CDtot             CDt            CDtot_t             CS              L/D               E               CFx              CFy              CFz              CMx              CMy              CMz              CMl              CMm              CMn              FOpt 
-30.000000000000   0.050000000000 -30.000000000000   0.366000000000  -0.088257751540   0.014200850386   0.114967937234   0.129168787620   0.161791324681   0.175992175067   0.515896283053  -0.683274598806   0.020984007136  -0.170641928476   0.511363680652  -0.003391109878  -0.188979436732   0.000772136666  -0.070255668509   0.188979436732   0.000772136666   0.070255668509   0.000000000000
-30.000000000000   0.050000000000 -28.000000000000   0.366000000000  -0.082643866580   0.013884028090   0.118775672886   0.132659700976   0.162568046491   0.176452074581   0.529028827052  -0.622976427444   0.017915235939  -0.170912400194   0.524482254049  -0.002724232990  -0.177640898181   0.000625750769  -0.070178931367   0.177640898181   0.000625750769   0.070178931367   0.000000000000
-30.000000000000   0.050000000000 -26.000000000000   0.366000000000  -0.076928512197   0.013582168450   0.122499093569   0.136081262019   0.184885570735   0.198467739185   0.541590109893  -0.565313042042   0.015132707180  -0.171189497805   0.537071424615  -0.002096115048  -0.166047201868   0.000489235748  -0.069957450182   0.166047201868   0.000489235748   0.069957450182   0.000000000000
-30.000000000000   0.050000000000 -24.000000000000   0.366000000000  -0.071100137902   0.013296785478   0.126090125759   0.139386911237   0.179245317881   0.192542103359   0.553487892344  -0.510091925207   0.012619994977  -0.171460753398   0.549028031076  -0.001489544537  -0.154230462138   0.000349207046  -0.069619000422   0.154230462138   0.000349207046   0.069619000422   0.000000000000
-30.000000000000   0.050000000000 -22.000000000000   0.366000000000  -0.065196696787   0.013029423574   0.129598729898   0.142628153472   0.175958744848   0.188988168422   0.564805305523  -0.457109590219   0.010370178117  -0.171736909875   0.560449819511  -0.000930687060  -0.142187650075   0.000220347931  -0.069105634167   0.142187650075   0.000220347931   0.069105634167   0.000000000000
-30.000000000000   0.050000000000 -20.000000000000   0.366000000000  -0.059105535338   0.012780286969   0.132931913443   0.145712200412   0.175225060732   0.188005347701   0.575419466533  -0.405632027865   0.008342585845  -0.171993746107   0.571183976056  -0.000298192874  -0.129905256680   0.000022972722  -0.068502627657   0.129905256680   0.000022972722   0.068502627657   0.000000000000
-30.000000000000   0.050000000000 -18.000000000000   0.366000000000  -0.052977882860   0.012552133796   0.136121536808   0.148673670604   0.173207960932   0.185760094727   0.585289075784  -0.356336684529   0.006568941948  -0.172239112073   0.581212043488   0.000259637427  -0.117440704164  -0.000135871193  -0.067815823311   0.117440704164  -0.000135871193   0.067815823311   0.000000000000
-30.000000000000   0.050000000000 -16.000000000000   0.366000000000  -0.046797400515   0.012346388743   0.139217196962   0.151563585704   0.171985481040   0.184331869783   0.594525936539  -0.308764142107   0.005027926014  -0.172473410288   0.590656357104   0.000772645211  -0.104796979168  -0.000281028259  -0.066951221902   0.104796979168  -0.000281028259   0.066951221902   0.000000000000
-30.000000000000   0.050000000000 -14.000000000000   0.366000000000  -0.040524751131   0.012162874103   0.142106804603   0.154269678707   0.171243448947   0.183406323050   0.602943307451  -0.262687726265   0.003704251183  -0.172687555383   0.599299060648   0.001290482458  -0.091972897348  -0.000446601984  -0.066043213874   0.091972897348  -0.000446601984   0.066043213874   0.000000000000
-30.000000000000   0.050000000000 -12.000000000000   0.366000000000  -0.034192501705   0.012004053093   0.144842525029   0.156846578122   0.170841713537   0.182845766630   0.610624633579  -0.217999666389   0.002593743326  -0.172884689432   0.607239733917   0.001791392618  -0.079025109372  -0.000616906622  -0.065024312550   0.079025109372  -0.000616906622   0.065024312550   0.000000000000
-30.000000000000   0.050000000000 -10.000000000000   0.366000000000  -0.027786677506   0.011870496382   0.147413556048   0.159284052430   0.170505140559   0.182375636941   0.617547236208  -0.174447329043   0.001686713168  -0.173059402987   0.614453620808   0.002299710217  -0.065964949988  -0.000805162534  -0.063899241733   0.065964949988  -0.000805162534   0.063899241733   0.000000000000
-30.000000000000   0.050000000000  -8.000000000000   0.366000000000  -0.021315846761   0.011762918654   0.149820123053   0.161583041707   0.170538030114   0.182300948768   0.623713559885  -0.131918835884   0.000978474901  -0.173215222737   0.620943308398   0.002818482196  -0.052803940750  -0.001017464627  -0.062672005177   0.052803940750  -0.001017464627   0.062672005177   0.000000000000
-30.000000000000   0.050000000000  -6.000000000000   0.366000000000  -0.014842384353   0.011681299306   0.152039618464   0.163720917770   0.170444010074   0.182125309380   0.629050948188  -0.090656615873   0.000468212999  -0.173344169485   0.626634560291   0.003295066016  -0.039550962527  -0.001207015868  -0.061371033521   0.039550962527  -0.001207015868   0.061371033521   0.000000000000
-30.000000000000   0.050000000000  -4.000000000000   0.366000000000  -0.008317237429   0.011627309893   0.154129670260   0.165756980153   0.170470395753   0.182097705646   0.633681660846  -0.050177298242   0.000145220077  -0.173449127562   0.631662906282   0.003791197250  -0.026223618353  -0.001419953628  -0.059910200962   0.026223618353  -0.001419953628   0.059910200962   0.000000000000
-30.000000000000   0.050000000000  -2.000000000000   0.366000000000  -0.001772085334   0.011600458887   0.156035807752   0.167636266639   0.170538016677   0.182138475564   0.637500947543  -0.010571014075   0.000006518408  -0.173529317044   0.635910148829   0.004286611782  -0.012834692205  -0.001639761178  -0.058359135313   0.012834692205  -0.001639761178   0.058359135313   0.000000000000
